member_id,loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,desc,purpose,title,addr_state,last_pymnt_d,last_pymnt_amnt
1181244,3000,3000, 36 months,12.42,100.25,B,PRG,8 years,RENT,41000,Source Verified,Oct-2011,Fully Paid,,credit_card,Home Free,NY,Jun-2013,1577.19
1204834,8500,8500, 36 months,14.65,293.21,C,Bay Harbor Sheet Metal,5 years,MORTGAGE,45000,Not Verified,Oct-2011,Charged Off,  Borrower added on 10/07/11 > looking to pay off high interest credit cards and have one low monthly payment<br/>,debt_consolidation,High Interest Credit Card consolidation,FL,Nov-2012,293.21
1142648,30000,29975, 60 months,11.71,662.95,B,Newark Public Schools,10+ years,MORTGAGE,116000,Verified,Oct-2011,Fully Paid,"  Borrower added on 10/17/11 > Basement repair, restructuring, and remodeling and exterior repairs (fence, roof, yard)  as a result of damages done by hurricane Irene. Insurance covers approximately 1/3 of the total estimated cost of $45,000<br/>",home_improvement,Remodeled Basement,NJ,Nov-2014,14295.19
1204575,25000,25000, 60 months,18.25,638.25,D,Canadian National Railroad,10+ years,MORTGAGE,90000,Verified,Oct-2011,Fully Paid,  Borrower added on 10/07/11 > We're not having any issues making payments.  It would just make life easier to make one payment.  Thanks<br/>,debt_consolidation,Debt Free,WI,Jan-2012,24858.6
1204588,16000,16000, 36 months,7.9,500.65,A,Kim-Anh Corporation,6 years,RENT,54000,Not Verified,Oct-2011,Fully Paid,"  Borrower added on 10/08/11 > I am requesting this loan to expand my gas station/convience store that is located on a very busy main street, to include a two service bay garage. Thank You for your interests.<br/>",small_business,Business,MA,Aug-2014,1503.52
1201332,8700,8700, 36 months,6.03,264.79,A,Met Life,< 1 year,RENT,28000,Source Verified,Oct-2011,Fully Paid,,other,Great Deal,NY,Oct-2014,268.26
1121057,8400,8400, 36 months,12.69,281.78,B,laufen international inc,7 years,MORTGAGE,110000,Verified,Oct-2011,Fully Paid,,small_business,Tinei,FL,Oct-2014,299.37
1204785,10000,9750, 36 months,14.27,343.09,C,Tad Pgs,2 years,RENT,124000,Source Verified,Oct-2011,Fully Paid,,credit_card,Credit Refi,NY,Dec-2014,26.82
1173580,10000,10000, 36 months,18.64,364.75,E,James J Peters Medical Center,8 years,RENT,94000,Verified,Oct-2011,Fully Paid,"  Borrower added on 10/07/11 > i plan to use this loan to pay off credit card bill, i pay my bills on time have a stable job with a monthly budget of $3000, i will pay loan on time and may pay off before desired date.<br/>",debt_consolidation,consolidation,NY,Dec-2014,22.81
1204765,35000,33784.5558177, 60 months,22.06,967.86,F,,n/a,MORTGAGE,72000,Verified,Oct-2011,Fully Paid,  Borrower added on 10/07/11 > furniture wil be paid off plus all other bills that I am  having to pay interest payments on.  I will consolidate all my bills so that it is easier  to pay them off.<br/> Borrower added on 10/07/11 > All bills will be paid off so that I am not paying on several bill with high interest rates. I will also be able to help my son and his family off on paying their bills.<br/>,debt_consolidation,out of debt,TX,Apr-2015,15690.64
1204755,8000,8000, 36 months,7.9,250.33,A,Rice University,6 years,RENT,50000,Source Verified,Oct-2011,Fully Paid,  Borrower added on 10/07/11 > I'm just looking to re-finance the loan I already have with Lending Club since I was offered a significantly better interest rate.<br/>,debt_consolidation,Re-financing,TX,Jun-2014,926.1
1202723,4500,4500, 36 months,6.62,138.17,A,KeyBank NA,10+ years,MORTGAGE,40000,Not Verified,Oct-2011,Fully Paid,,debt_consolidation,Debt Consolidation Loan,NY,Oct-2014,158.34
1129428,12750,12750, 36 months,18.25,462.55,D,sysco south florida,3 years,RENT,58000,Not Verified,Oct-2011,Fully Paid,  Borrower added on 10/07/11 > thank you<br/>,other,other,FL,Oct-2014,476.91
1156957,25000,25000, 60 months,18.25,638.25,D,Alliance Industries,10+ years,MORTGAGE,62000,Verified,Oct-2011,Charged Off,  Borrower added on 10/07/11 > This loan will be used to consolidate all my bills to one payment<br/>,debt_consolidation,Consolidated Loan,WV,Dec-2013,51
1200136,24000,23500, 60 months,17.27,599.96,D,Colgate Palmolive Company,10+ years,MORTGAGE,98400,Verified,Oct-2011,Fully Paid,  Borrower added on 10/07/11 > Use funds to pay down three high interest credit cards.<br/>,debt_consolidation,Debt Consolidation Plan,OH,Feb-2015,11084.16
1192954,7000,7000, 36 months,6.03,213.05,A,Coconut Creek Seminole Casino,4 years,RENT,60000,Verified,Oct-2011,Fully Paid,"  Borrower added on 10/07/11 > I plan to pay this loan off within a year. I am paying too high an interest rate with my credit cards. This will lower my payments and make it easier by paying one bill.<br/> Borrower added on 10/07/11 > My job is very stable. Check out the website of my employer and you will see that they are in the process of a $150 million expansion, creating 800 more jobs.<br/>",debt_consolidation,Debt Consolidation,FL,Jun-2012,5768.57
1204725,6200,6200, 36 months,10.65,201.96,B,SYSPRO Impact Software,1 year,RENT,60000,Not Verified,Oct-2011,Fully Paid,,credit_card,Credit Card Consolidation Loan,CA,May-2013,2882.21
1204379,2000,2000, 36 months,7.9,62.59,A,aunt dings family restaurant,< 1 year,RENT,15600,Verified,Oct-2011,Fully Paid,,wedding,wedding help,OR,Mar-2013,1178.87
1204233,7800,7800, 36 months,16.29,275.35,D,United States Army,10+ years,RENT,93158,Source Verified,Oct-2011,Fully Paid,,debt_consolidation,Gov Travel,HI,Jul-2012,6468.91
1196827,19200,19200, 60 months,11.71,424.29,B,Festoon,1 year,RENT,48000,Verified,Oct-2011,Charged Off,,small_business,Recession-friendly Loan,CA,Sep-2013,424.29
1204338,11000,11000, 36 months,15.96,386.52,C,Hogin Machine Inc.,10+ years,MORTGAGE,53000,Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > Credit card payoff.<br/>,credit_card,Freedom Loan,MT,Oct-2014,406.57
1204341,10000,10000, 36 months,7.9,312.91,A,ACS,< 1 year,MORTGAGE,187000,Source Verified,Oct-2011,Fully Paid,  Borrower added on 10/07/11 > We own a Team Building and Leadership consulting company performing services for many fortune 500 companies.  We are looking for some additional funding to deploy a better marketing and advertising campaign.<br/>,small_business,Small Business Loan,TX,Jun-2014,1552.39
1204191,8000,8000, 36 months,14.27,274.48,C,ATEN Technology,5 years,MORTGAGE,66000,Not Verified,Oct-2011,Charged Off,  Borrower added on 10/07/11 > I am not looking to add new stainless steel appliances or granite counter tops to my kitchen.  I just need a functional kitchen to cook meals for my family.<br/>,home_improvement,Home Improvement,CA,Sep-2013,26.62
1203685,16000,16000, 60 months,19.91,423.11,E,Central Ohio Geriatrics,1 year,RENT,215000,Source Verified,Oct-2011,Charged Off,,other,Other Loan,OH,Nov-2012,444.27
1203636,22000,22000, 60 months,11.71,486.16,B,Restaurant Depot,2 years,RENT,46000,Verified,Oct-2011,Fully Paid,,credit_card,Credit Card Freedom,CA,Apr-2015,8957.33
1202031,13200,13200, 60 months,14.27,309,C,,n/a,MORTGAGE,40000,Verified,Oct-2011,Charged Off,  Borrower added on 10/11/11 > debt consolidation<br/>,debt_consolidation,Debt Consolidation Loan,CT,May-2014,309
1203617,13800,13800, 60 months,12.69,311.81,B,precision collision,10+ years,MORTGAGE,86400,Verified,Oct-2011,Fully Paid,,small_business,A great opportunity :),CA,Jul-2014,6242.18
1173982,30000,30000, 36 months,12.69,1006.35,B,weidner architectural signage,10+ years,MORTGAGE,65000,Verified,Oct-2011,Fully Paid,,credit_card,ccpayoff,CA,Oct-2014,1050.76
1203495,2000,2000, 36 months,7.51,62.23,A,Southbay Respite,4 years,RENT,18000,Not Verified,Oct-2011,Charged Off,,other,Personal Loan,CA,,0
1202731,3600,3600, 36 months,11.71,119.08,B,Warresnburg School District ,7 years,MORTGAGE,37000,Source Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > This purpose of this loan is to repay a small amount of credit card debt.  I am tenured educator in a financially responsible school district.<br/>,debt_consolidation,Debt Consolidation Loan ,MO,Oct-2014,130.09
1202366,25000,25000, 60 months,22.35,695.46,F,LBUSD/Jefferson Middle School,6 years,MORTGAGE,100000,Verified,Oct-2011,Charged Off,  Borrower added on 10/18/11 > Paycheck stubs from both jobs were faxed and received yesterday to verify income and employment.<br/>,credit_card,consolidate loans,CA,May-2012,695.46
1203578,30000,30000, 60 months,11.71,662.95,B,CAPITOL CARDIOLOGY ASSOCIATES,10+ years,MORTGAGE,120000,Verified,Oct-2011,Current,,home_improvement,PERSONAL LOAN,MD,Dec-2015,662.95
1203561,16000,15900, 60 months,19.03,415.32,E,US Deparment of Labor,8 years,RENT,70720,Verified,Oct-2011,Charged Off,"  Borrower added on 10/08/11 > I plan to use the funds for working capitol in my daycare business. ALso for marketing, various fee for inspections, and hiring staff. I havehd a postion with the Federal Government for about 10 years. I am a good borrower because I always pay my bills and I am never late. I very disciplined and live below my means.<br/>",small_business,Childcare Business,MI,Apr-2012,415.32
1199875,4800,4550, 60 months,7.9,97.1,A,HealthSource Chiropractor,4 years,MORTGAGE,50000,Source Verified,Oct-2011,Current,,home_improvement,Home Improvement,SC,Dec-2015,97.1
1203473,20000,20000, 60 months,21.28,544.23,F,City of Rock Island,10+ years,MORTGAGE,74000,Verified,Oct-2011,Charged Off,,debt_consolidation,Debt consolidation,IL,Mar-2014,382
1195142,17825,17750, 36 months,6.62,547.3,A,UPS,10+ years,MORTGAGE,79000,Verified,Oct-2011,Fully Paid,,vacation,Travel Loan,CA,Oct-2014,583.14
1117704,24000,24000, 60 months,21.67,658.36,F,Sylacauga City Board of Education,10+ years,RENT,65642,Verified,Oct-2011,Charged Off,,credit_card,Out of debt,AL,Dec-2014,658.36
1203462,4000,4000, 36 months,7.9,125.17,A,Champion Trailers,< 1 year,RENT,26400,Not Verified,Oct-2011,Fully Paid,,debt_consolidation,Debt Consolidation,LA,Dec-2013,1336.6
1088994,12000,11900, 36 months,12.69,402.54,B,"University of California, Davis",3 years,RENT,64000,Verified,Oct-2011,Charged Off,"  Borrower added on 10/04/11 > Payments for this loan are well within my monthly budget. My employment is permanent and my salary is stable. I will use this loan to pay off debt incurred during my time as a student in Canada, thus avoiding currency exchanges now that I live permanently in the US.<br/>nullPayments for this loan are well within my monthly budget. My employment is permanent and my salary is stable. I will use this loan to pay off debt incurred during my time as a student in Canada, thus avoiding currency exchanges now that I live permanently in the US. Borrower added on 10/07/11 > NOTE: This loan has been relisted *only* because LC was unable to verify my phone number while I was traveling.<br/>",debt_consolidation,Debt Consolidation Loan,CA,Aug-2014,402.54
1127139,12000,12000, 36 months,12.69,402.54,B,Thoratec,1 year,MORTGAGE,132500,Not Verified,Oct-2011,Fully Paid,"  Borrower added on 10/06/11 > I have some high interest accounts I would like to pay off with this lower interest loan. That will help me save some money every month and save on interest.<br/> Borrower added on 10/06/11 > Id use the money for Debt Consolidation to pay off high interest items which would allow me to save on interest and put extra money towards my 401k. I have worked for the same industry for over 16yrs and have a very stable, high paying job. I pay my bills on time and have a track record of doing so.<br/>",debt_consolidation,Debt Consolidation,CA,May-2013,6648.38
1203547,4000,4000, 36 months,7.9,125.17,A,Shadle Park Presbyterian Church,< 1 year,RENT,53285,Source Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > We wish to consolidate and pay-off two accounts with higher interest rates.<br/>,debt_consolidation,Debt Consolidation Loan,WA,Jan-2012,3827.5
1203454,16875,16625, 36 months,7.51,525,A,lone star national bank,7 years,RENT,86400,Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > Thank you for considering this loan request for investment. The primary purpose of this debt is to refinance a single line of credit held with American Express.  I hold an established and favorable credit history (no late payments ever) as illustrated by my credit scores. I hold only one additional credit card which holds minimal to no balance historically. The 3 year finance period will permit me to liquidate my remaining credit card debt in a timely fashion at a reasonable rate.  My repayment source is stable as I have been employed by the same institution for over 7 years.  Please email with any additional questions. Thank you<br/>,credit_card,QUALIFIED DEBT REFINANCE - 36 MO,TX,Sep-2014,1079.41
1139511,6000,6000, 36 months,11.71,198.46,B,lifespan,6 years,RENT,47000,Not Verified,Oct-2011,Charged Off,,credit_card,Credit Card Loan,RI,Jul-2014,198.46
1172345,11000,10650, 36 months,11.71,363.84,B,Weyco Group,3 years,RENT,42000,Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > Trying to payoff 4 credit cards that have been a huge burden for me in the last few years.  Going through a lot of changes in my life and this &quot,monkey&quot, on my back just needs to go away.  So I'm taking action!<br/>,Debt Shutdown,0,0
1203415,6000,6000, 36 months,12.69,201.27,B,Dominican University,< 1 year,RENT,45000,Source Verified,Oct-2011,Fully Paid,"  Borrower added on 10/07/11 > This loan is for the purpose of credit card financing of 3 accounts at a certain bank who raised my interest to %29 because of a transaction not going through in their system 3 years ago. I simply don't want to pay them any interest any more, otherwise I can pay off this debt in 3 to 6 months. Thank you.<br/> Borrower added on 10/07/11 > And just to be clear, of course this doesn't necessarily mean that I will pay off this loan in 3 to 6 months.<br/> Borrower added on 10/08/11 > I'm a newly employed educator in secondary education with a binding yearly work contract. I don't have any monthly payments other than rent which is less than %15 of my current monthly income.<br/>",debt_consolidation,LC Loan,IL,Oct-2014,233.57
1191489,9000,8900, 36 months,15.27,313.18,C,ralphs grocery,10+ years,MORTGAGE,68000,Verified,Oct-2011,Fully Paid,,home_improvement,home addition,CA,Oct-2014,334.53
1201628,8500,8500, 36 months,13.49,288.41,C,"Groupon, Inc",< 1 year,RENT,58000,Source Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > Using this money to finance part of a motorcyle.<br/>,car,Motorcycle,IL,Nov-2013,3284.88
1098991,10000,9750, 36 months,11.71,330.76,B,U.S. Postal Service,10+ years,MORTGAGE,49995,Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > I plan to payoff a high interest loan..My job is very stable at the post office with 16 years emplyment and my mortgage and credit card payments have been on time for al least the past 30 months<br/>,debt_consolidation,debt payoff,VA,Oct-2014,355.13
941505,1600,1600, 36 months,6.62,49.13,A,,2 years,RENT,28800,Not Verified,Oct-2011,Fully Paid,  Borrower added on 10/07/11 > Small Business Equipment Purchase<br/>,major_purchase,Major Puchase 1,NJ,May-2012,567.15
1085963,16000,16000, 60 months,13.49,368.08,C,Academy of Medical Technology,1 year,RENT,60000,Verified,Oct-2011,Fully Paid,  Borrower added on 10/11/11 > A loan to pay off credit card debt.<br/>,credit_card,Stop sinking!,NY,Feb-2015,6943.94
1116137,16000,16000, 60 months,15.96,388.75,C,Rayco Electric Inc,10+ years,RENT,48000,Not Verified,Oct-2011,Current,,credit_card,Credit Cards Payoff,TX,Dec-2015,388.75
1080045,15300,15300, 60 months,7.9,309.5,A,,10+ years,MORTGAGE,40000,Verified,Oct-2011,Fully Paid,,house,Real estate payment,AZ,Apr-2013,11646.84
1203405,15200,15175, 60 months,19.03,394.55,E,Daffy's,10+ years,MORTGAGE,38000,Verified,Oct-2011,Current,  Borrower added on 10/06/11 > I am intent on succeeding in life but just need a little help.  I have been employed with same company for 11 years.  Pay all debts on time.<br/>,credit_card,cards,NY,Dec-2015,394.55
1203247,30000,29061.768638, 60 months,20.89,809.75,F,Derse  Inc.,6 years,MORTGAGE,170004,Verified,Oct-2011,Current,,debt_consolidation,Consolidation Loan,IL,Dec-2015,809.75
1203201,35000,34925, 60 months,22.74,981.45,G,Raytheon,4 years,MORTGAGE,113500,Verified,Oct-2011,Charged Off,,debt_consolidation,Debt Consolidatiion,CA,Jan-2013,981.45
1203403,8000,8000, 36 months,7.9,250.33,A,Recall,10+ years,MORTGAGE,175000,Source Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > Short term cash flow loan.<br/> Borrower added on 10/07/11 > Will pay off loan in December/January upon receipt of earned commissions<br/>,other,Personal Loan,SC,Aug-2013,3593.36
1137042,9000,9000, 36 months,13.49,305.38,C,FlatRate Movers,7 years,RENT,87000,Not Verified,Oct-2011,Fully Paid,"  Borrower added on 10/06/11 > I am planing to pay out all my credit cards with this loan.<br/><br/>I always pay my bills on time.<br/><br/>my monthly budget is over $1,000.<br/><br/>my job is very stable, i am working there over 6 years.<br/>",credit_card,credit cards,NY,Oct-2014,345.77
1203381,9575,9575, 36 months,6.62,293.99,A,MassDOT highway division,1 year,RENT,43000,Verified,Oct-2011,Fully Paid,,debt_consolidation,back on track,MA,Jan-2015,17.36
1202382,1500,1500, 36 months,7.9,46.94,A,U.S. Air Force Civilian,6 years,MORTGAGE,102540,Not Verified,Oct-2011,Fully Paid,,other,personal,FL,Jan-2013,609.23
1203389,8000,7750, 36 months,12.42,267.33,B,Liquid Realty ,4 years,RENT,160000,Verified,Oct-2011,Fully Paid,,debt_consolidation,Debt Consolidation Loan,CA,Dec-2012,5514.55
1117477,14825,14825, 36 months,12.69,497.31,B,pechanga hotel & casino,8 years,MORTGAGE,75000,Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > pay credit cards and fix house<br/> Borrower added on 10/06/11 > pay credit cards fix house up.<br/>,debt_consolidation,pay off credit cards,CA,Feb-2014,4320.74
1203233,12000,12000, 60 months,19.03,311.49,E,MA Dept. Of Correction,7 years,MORTGAGE,80000,Source Verified,Oct-2011,Fully Paid,,debt_consolidation,Debt Consolidation,MA,Jun-2014,7324.75
1203361,2400,2400, 36 months,8.9,76.21,A,,2 years,RENT,56000,Not Verified,Oct-2011,Fully Paid,,debt_consolidation,Debt Consolidation Loan,CA,Oct-2014,79.68
1200798,15000,15000, 60 months,20.89,404.88,F,Information Controls,3 years,RENT,31000,Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > My income is very stable and we would have no problem with making the monthly payments. $3000 of the loan will be used to plan a trip to New York City. The remaining $12000 will be used to consolidate our debt and provide a consistent timeline for getting out of debt.<br/>,debt_consolidation,Debt Consolidation / NY Trip,IL,Jan-2015,7495.12
1203363,5000,5000, 36 months,10.65,162.87,B,Southern Care Ambulance,2 years,RENT,28800,Not Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > I have a very stable job in the healthcare industry. I plan to use this loan to consolidate my credit cards into a llower interest rate with only one payment to make. I have all my outgoing money budgeted to the dollar on what goes where using quickbooks.<br/>,credit_card,CC pay off,AR,Jan-2013,1926.16
1199336,21800,21700, 60 months,21.28,593.21,F,Citrix Inc.,4 years,MORTGAGE,140000,Verified,Oct-2011,Charged Off,  Borrower added on 10/12/11 > Bank Account is verified.<br/>,house,South Florida Property,FL,Jan-2013,593.21
1197256,35000,34750, 60 months,11.71,773.44,B,Broward sheriff fire rescue,8 years,MORTGAGE,106000,Verified,Oct-2011,Fully Paid,,home_improvement,loan 1,FL,Dec-2015,369.44
1203021,7600,7600, 36 months,6.03,231.32,A,Ericsson ,10+ years,MORTGAGE,100000,Source Verified,Oct-2011,Fully Paid,  Borrower added on 10/07/11 > Funds will be used to payoff existing car loan at a higher interest rate.<br/>,car,Car loan,MO,Nov-2011,7640.11
1203339,25000,24975, 60 months,17.58,629.14,D,State Of Connecticut,10+ years,MORTGAGE,84000,Source Verified,Oct-2011,Current,  Borrower added on 10/06/11 > To pay off credit cards.<br/>I will pay off on time.<br/>My job is very stable.<br/>,other,Pay Off Credit Cards,CT,Dec-2015,629.14
1198291,17500,17500, 60 months,11.71,386.72,B,West Virginia Department of Environmental protection,10+ years,OWN,60996,Not Verified,Oct-2011,Current,,home_improvement,Home Improvement Loan,WV,Dec-2015,386.72
1202976,8800,8800, 36 months,14.27,301.92,C,NRG Energy,2 years,MORTGAGE,174000,Source Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > my loan<br/>,credit_card,card payoff,NJ,Apr-2013,683.73
1157997,9250,9250, 60 months,16.77,228.75,D,Miami Valley Hospital,< 1 year,OWN,124000,Source Verified,Oct-2011,Fully Paid,,debt_consolidation,School Debt,OH,May-2013,7349.38
1203094,3600,3600, 36 months,8.9,114.32,A,61ST STREET SERVICE CORP,< 1 year,RENT,31200,Source Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > thank you guys<br/>,home_improvement,improvement,NY,Oct-2014,124.43
1203099,6700,6700, 36 months,16.77,238.11,D,NetCom Learning,< 1 year,OWN,55000,Not Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > As an Undergrad I accepted some credit cards that were thrown at me without fully realizing the seriousness. I am now graduated and working fulltime and would like to immediately pay off this debt.<br/>,credit_card,Consolidation Loan,NJ,Aug-2013,3271.02
1203115,6000,6000, 36 months,6.62,184.23,A,"JA Pavers, Inc",8 years,MORTGAGE,25000,Not Verified,Oct-2011,Fully Paid,,small_business,Small Business Loan,FL,Sep-2013,2501.09
1202942,16000,15750, 60 months,17.27,399.97,D,St. John Properties,4 years,MORTGAGE,88000,Source Verified,Oct-2011,Fully Paid,"  Borrower added on 10/06/11 > Consolidating Credit Cards to wipe out debt, and have a set time table for payoff.<br/> Borrower added on 10/07/11 > I also have a very secure job as well as timely and prompt bill payer. Just looking to lower bills and increase debt reduction.<br/>",debt_consolidation,CC Consolidation,MD,Dec-2014,7988.63
1203088,12000,12000, 60 months,14.65,283.28,C,Ryans Drive-Thru Cleaners,10+ years,RENT,42000,Not Verified,Oct-2011,Fully Paid,,debt_consolidation,payoff central,KS,Dec-2014,5727.19
1202891,23200,23075, 36 months,15.96,815.19,C,,n/a,MORTGAGE,67692,Verified,Oct-2011,Fully Paid,"  Borrower added on 10/06/11 > Proceeds to payoff debts, <br/> Total Monthly expenses (utilities, phone, cable, insurance, etc.) avg $775.00, I own my vehicle,<br/>",debt_consolidation,freedom,OR,Nov-2013,9142.32
1199457,2200,2200, 36 months,7.9,68.84,A,usmc,< 1 year,RENT,75000,Source Verified,Oct-2011,Fully Paid,,car,Goumandakoye,VA,Sep-2013,925.1
1194579,6400,6400, 36 months,10.65,208.47,B,T. Rowe Price,7 years,MORTGAGE,76000,Source Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > This is for consolidation of high interest credit card debt.<br/>,debt_consolidation,Consolidation,MD,Nov-2011,6457.55
1202981,13800,13800, 60 months,10.65,297.65,B,International Coffee Corp,10+ years,MORTGAGE,60000,Not Verified,Oct-2011,Fully Paid,,major_purchase,Polaris RZR purchase,LA,Mar-2015,5507.24
1201355,16000,15875, 60 months,14.65,377.71,C,Charles Schwab,< 1 year,RENT,35000,Verified,Oct-2011,Fully Paid,,home_improvement,Home repair loan,FL,Nov-2011,16197.31
1203060,14475,14475, 36 months,15.27,503.7,C,Strategic Funding Source,3 years,RENT,50000,Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > pay off existing debt<br/>null,credit_card,Consolidation loan,NJ,Jul-2014,2006.21
1203022,2000,2000, 36 months,17.27,71.58,D,University Retirement Community,< 1 year,RENT,32500,Source Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > I just got a job in Sacramento but my first pay check wont come in for another 3 weeks and I just need some extra cash for my moving expenses. Thank you!<br/>,moving,Moving Loan to Sacramento,CA,Jun-2012,1713.96
1202862,19200,19200, 60 months,18.25,490.17,D,Mission Hospital ,2 years,RENT,75000,Source Verified,Oct-2011,Charged Off,,debt_consolidation,kelly,CA,Jun-2012,150
1203038,17000,16750, 36 months,7.51,528.89,A,Jurupa Unified School District,4 years,MORTGAGE,72000,Verified,Oct-2011,Fully Paid,"  Borrower added on 10/06/11 > Consolidating household credit cards:  Home Depot, Nordstroms, and Capital1<br/>",debt_consolidation,Credit Debt Payoff,CA,Oct-2014,555.44
1202847,18000,18000, 36 months,7.51,560,A,"Intransa, Inc",7 years,RENT,115000,Verified,Oct-2011,Charged Off,  Borrower added on 10/06/11 > This load is for a funeral.<br/>null,other,Funeral,CA,Aug-2013,560
1203039,20000,20000, 60 months,16.77,494.59,D,,2 years,MORTGAGE,250000,Verified,Oct-2011,Charged Off,"  Borrower added on 10/07/11 > Looking to setup a Mobile Application Development business.  I am currently 20% owner in a 6 person LLC and we have been approached about a strategic partnership with a current mobile app developer whose apps have been downloaded over 1.8 million times. Mobile app development partner/owner will work with us to get us up to speed with development and launching a mobile game and will also promote our first game to all 1.8 million devices that his apps have been downloaded do. He will also teach us exactly how to market to broaden our own customer base. In return, we will then cross-promote his apps when they are released. Essentially, we are going to build a large network where our applications and games can be cross promoted and thus have an extensive and continually growing customer base to market to as each new app/game gets released. Funds will be used to establish equity in partnership, hire programmer and graphic designer as well as for additional advertising and promotion.<br/><br/>We have written a business plan and estimate positive cash flow by our 9th month, given the already established market (1.8 million devices) of which our first app/game will be promoted directly to.<br/><br/>On a personal level, I have been self employed for almost two years now (November 2009) - running my own Affiliate Marketing and Web Design business.<br/>",small_business,Mobile App Development Business,IL,Sep-2013,494.59
1111205,9000,9000, 60 months,18.25,229.77,D,Fairfax Food Service,8 years,MORTGAGE,84996,Source Verified,Oct-2011,Fully Paid,  Borrower added on 10/07/11 > By consolidation my credit card debt (even at 18.25%) it is bringing down my monthly cash output towards debt, which also decreases the amount of interest I will pay spread across multiple cards.<br/>,debt_consolidation,201xx,0,Dec-2011
1203015,21000,21000, 36 months,8.9,666.82,A,ron craft chevrolet,5 years,MORTGAGE,216000,Verified,Oct-2011,Fully Paid,,credit_card,credit cards,UT,Oct-2014,686.91
1201676,3000,3000, 36 months,8.9,95.26,A,Time Inc,1 year,RENT,51000,Not Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > I'm a young professional who has to move unexpectedly in NYC.  I make a good living but do not have the lump sum needed to put down a deposit on a new apartment.<br/>,moving,Moving Expenses Loan,NY,Oct-2014,101.9
1202835,20000,20000, 60 months,18.25,510.6,D,berkley group,10+ years,MORTGAGE,360000,Verified,Oct-2011,Current,,other,Other Loan,NV,Dec-2015,510.6
1202825,20000,19750, 60 months,12.69,451.9,B,Dosa Fillmore,3 years,RENT,54000,Verified,Oct-2011,Fully Paid,  Borrower added on 10/08/11 > This loan will allow me to pay off my line of credit and my credit cards in full. The monthly payment I will be paying each month will be lower than what I am paying now each month. The lower payment will allow me to start saving  and investing for my future. Thank you for your consideration.<br/>,debt_consolidation,My conslidation loan,CA,Sep-2014,10442.23
1203017,7000,7000, 36 months,6.62,214.93,A,Jacksonville Fire and Rescue Dept,4 years,OWN,45000,Not Verified,Oct-2011,Fully Paid,,debt_consolidation,Dominate my credit!,FL,Oct-2014,241.51
1202823,30000,30000, 60 months,22.74,841.24,G,Halliburton,10+ years,MORTGAGE,144000,Verified,Oct-2011,Charged Off,"  Borrower added on 10/06/11 > I would like to consolidate all my debts, and payoff vehicle loans to lower to one smaller payment.<br/>",debt_consolidation,Debt Consolidation and Payoffs,TX,Feb-2013,841.24
1202817,5000,5000, 36 months,12.42,167.08,B,ACA Financial Guaranty Corporation,10+ years,RENT,57000,Source Verified,Oct-2011,Charged Off,,moving,Moving,NY,Jun-2013,167.08
1202804,16000,15750, 36 months,7.51,497.78,A,Health Care Service Corporation,6 years,MORTGAGE,100995,Source Verified,Oct-2011,Fully Paid,  Borrower added on 10/07/11 > Hello. I have been making ends meet in consolidating my debt. I would like to insure that I secure a good interest rate on a loan to consolidate my debt so that I will be able to effectively family plan for the future. Thank you for your consideration.<br/>,debt_consolidation,Consolidation Loan,IL,Mar-2012,14488.26
1202998,35000,34975, 60 months,21.67,960.11,F,BAML,10+ years,MORTGAGE,115000,Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > You are investing in a professional who has been in the same job and industry over 15 years.  Please know that I am very diligent in paying my bills.  I am simply looking to refinance higher interest credit card debt.<br/>,credit_card,Credit Card Refinance,SC,Apr-2014,23074.36
